Seed,AVG1,MAX1,MED1,AOM1,MOA1,AVG2,MAX2,MED2,AOM2,MOA2
42.0,0.8029878618113913,0.7934173669467788,0.7955182072829132,0.804388422035481,0.7983193277310925,0.8050887021475256,0.7915499533146592,0.8013538748832867,0.8053221288515406,0.8025210084033614
